Iniciativa,Tipo,Estagio,Âmbito,Periodicidade,Estado,Município,latitude,longitude
Campeonato De Churrasco,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MS,Três Lagoas,-20.7849,-51.7007
Feira De Inverno De Apiai,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SP,Apiaí,-24.5108,-48.8443
Feira De Inverno De Apiai,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,RJ,Itaocara,-21.6748,-42.0758
Feira De Inverno De Apiai,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SP,Ribeira,-24.6517,-49.0044
Feira De Inverno De Apiai,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SP,Barra do Chapéu,-24.4722,-49.0238
Festa De Santo Antônio De Apiaí,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Ribeira,-24.6517,-49.0044
Festa De Santo Antônio De Apiaí,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Barra do Chapéu,-24.4722,-49.0238
Festa De Santo Antônio De Apiaí,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Itaóca,-24.6393,-48.8413
Festival Do Caranguejo Da Prainha,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,CE,Aquiraz,-3.89929,-38.3896
Festival De Música E Gastronômia De Arapuá,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Arapuá,-19.0268,-46.1484
Festival De Música E Gastronômia De Arapuá,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,São Gotardo,-19.3087,-46.0465
Festival De Música E Gastronômia De Arapuá,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Tiros,-19.0037,-45.9626
Festival De Música E Gastronômia De Arapuá,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Matutina,-19.2179,-45.9664
Festival De Música E Gastronômia De Arapuá,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Rio Paranaíba,-19.1861,-46.2455
Festival De Música E Gastronômia De Arapuá,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Carmo do Paranaíba,-18.991,-46.3167
Parceria Publica Privada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Outra,SP,Araçariguama,-23.4366,-47.0608
Parceria Publico Privada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,Araçariguama,-23.4366,-47.0608
Parceria Publico Privada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,São Roque,-23.5226,-47.1357
Parceria Publico Privada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,Pirapora do Bom Jesus,-23.3965,-46.9991
Parceria Publico Privada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,Cabreúva,-23.3053,-47.1362
Parceria Publico Privada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,Mairinque,-23.5398,-47.185
Parceria Publico Privada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,Santana de Parnaíba,-23.4439,-46.9178
Parceria Publico Privada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,Sorocaba,-23.4969,-47.4451
Parceria Publico Privada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,Votorantim,-23.5446,-47.4388
Parceria Publico Privada,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,Itu,-23.2544,-47.2927
Festa Italiana Beneficente De Araçoiaba Da Serra,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Araçoiaba da Serra,-23.5029,-47.6166
Festa Junina,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Araçoiaba da Serra,-23.5029,-47.6166
Festa Da Padroeira,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Araçoiaba da Serra,-23.5029,-47.6166
Almoço Tropeiro,Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,Araçoiaba da Serra,-23.5029,-47.6166
Bolo De Amendoim,Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,Araçoiaba da Serra,-23.5029,-47.6166
Pizza De Linguiça Araçoiabana,Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,Araçoiaba da Serra,-23.5029,-47.6166
Festa Do Biscoito,Evento / Festival;Projeto de Qualificação;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Areado,-21.3572,-46.1421
Feira Gastronômica Noturna,Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Mensal,PR,Balsa Nova,-25.5804,-49.6291
Festa Do Lavrador,Evento / Festival;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Barra do Turvo,-24.759,-48.5013
Festa Do Milho,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Barra do Turvo,-24.759,-48.5013
Roteiro Gastronômico Com O Musica Nas Escolas,Evento / Festival;Projeto de Qualificação;Projeto Social;Roteiro Gastronômico;Produto Turístico de Gastronomia;Outros - Roteiro Gastronomico com o Musica nas Escolas;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Barra Mansa,-22.5481,-44.1752
Roteiro Gastronômico Com O Musica Nas Escolas,Evento / Festival;Projeto de Qualificação;Projeto Social;Roteiro Gastronômico;Produto Turístico de Gastronomia;Outros - Roteiro Gastronomico com o Musica nas Escolas;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Volta Redonda,-22.5202,-44.0996
Roteiro Gastronômico Com O Musica Nas Escolas,Evento / Festival;Projeto de Qualificação;Projeto Social;Roteiro Gastronômico;Produto Turístico de Gastronomia;Outros - Roteiro Gastronomico com o Musica nas Escolas;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Rio Claro,-22.72,-44.1419
Roteiro Gastronômico Com O Musica Nas Escolas,Evento / Festival;Projeto de Qualificação;Projeto Social;Roteiro Gastronômico;Produto Turístico de Gastronomia;Outros - Roteiro Gastronomico com o Musica nas Escolas;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Pinheiral,-22.5172,-44.0022
Roteiro Gastronômico Com O Musica Nas Escolas,Evento / Festival;Projeto de Qualificação;Projeto Social;Roteiro Gastronômico;Produto Turístico de Gastronomia;Outros - Roteiro Gastronomico com o Musica nas Escolas;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Barra do Piraí,-22.4715,-43.8269
Roteiro Gastronômico Com O Musica Nas Escolas,Evento / Festival;Projeto de Qualificação;Projeto Social;Roteiro Gastronômico;Produto Turístico de Gastronomia;Outros - Roteiro Gastronomico com o Musica nas Escolas;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Resende,-22.4705,-44.4509
Festa Do Bairro Serra Dos Paes,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Barão de Antonina,-23.6284,-49.5634
Festa Da Quitanda,Evento / Festival;Projeto de Qualificação;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Barão de Cocais,-19.9389,-43.4755
Festival Gastronômico Pés De Pomba,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Barão de Cocais,-19.9389,-43.4755
Encontro De Food Trucks,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SP,Bauru,-22.3246,-49.0871
I Camaraju - Festival Do Camarão E Do Cajú,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,CE,Beberibe,-4.17741,-38.1271
I Camaraju - Festival Do Camarão E Do Cajú,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,CE,Fortim,-4.4512599999999996,-37.7981
I Camaraju - Festival Do Camarão E Do Cajú,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,CE,Aracati,-4.55826,-37.7679
I Camaraju - Festival Do Camarão E Do Cajú,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,CE,Icapuí,-4.71206,-37.3531
I Camaraju - Festival Do Camarão E Do Cajú,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,CE,Cascavel,-4.12967,-38.2412
I Camaraju - Festival Do Camarão E Do Cajú,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,CE,Pindoretama,-4.01584,-38.3061
I Camaraju - Festival Do Camarão E Do Cajú,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,CE,Aquiraz,-3.89929,-38.3896
I Camaraju - Festival Do Camarão E Do Cajú,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,CE,Eusébio,-3.8925,-38.4559
I Camaraju - Festival Do Camarão E Do Cajú,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,CE,Fortaleza,-3.71664,-38.5423
Mega Moqueca,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,BA,Belmonte,-15.8608,-38.8758
Festa Das Naçoes,Evento / Festival;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SP,Bernardino de Campos,-23.0164,-49.4679
Iniciativa Na Divulgação Do Produto Turístico Na Gastronomia Bodoquenense,Evento / Festival;Projeto de Qualificação;Produto Turístico de Gastronomia;Outros - Plano Municipal de Turismo;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Outra,MS,Bodoquena,-20.537,-56.7127
Iniciativa Na Divulgação Do Produto Turístico Na Gastronomia Bodoquenense,Evento / Festival;Projeto de Qualificação;Produto Turístico de Gastronomia;Outros - Plano Municipal de Turismo;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Outra,MS,Bonito,-21.1261,-56.4836
Iniciativa Na Divulgação Do Produto Turístico Na Gastronomia Bodoquenense,Evento / Festival;Projeto de Qualificação;Produto Turístico de Gastronomia;Outros - Plano Municipal de Turismo;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Outra,MS,Miranda,-20.2355,-56.3746
Iniciativa Na Divulgação Do Produto Turístico Na Gastronomia Bodoquenense,Evento / Festival;Projeto de Qualificação;Produto Turístico de Gastronomia;Outros - Plano Municipal de Turismo;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Outra,MS,Campo Grande,-20.4486,-54.6295
Festival De Inverno,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Boituva,-23.2855,-47.6786
Festa Da Gila E Do Queijo Artesal Serrano,Evento / Festival;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RS,Bom Jesus,-28.6697,-50.4295
Festival Gastronômico Sabores De Bonfim,Evento / Festival;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Bonfim,-20.3302,-44.2366
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Bonito,-21.1261,-56.4836
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Bodoquena,-20.537,-56.7127
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Porto Murtinho,-21.6981,-57.8836
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Jardim,-21.4799,-56.1489
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Guia Lopes da Laguna,-21.4583,-56.1117
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Bela Vista,-22.1073,-56.5263
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Nioaque,-21.1419,-55.8296
Festival Da Guavira,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Campo Grande,-20.4486,-54.6295
Bonito Delivery,Projeto Promocional;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,MS,Bonito,-21.1261,-56.4836
Mostra Gastronômica,Projeto de Qualificação;Projeto Promocional;Projeto Social;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MS,Bonito,-21.1261,-56.4836
Oficina Gastronômica Na Feira Do Produtor,Evento / Festival;Projeto de Qualificação;Projeto Social;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Bianual,MS,Bonito,-21.1261,-56.4836
Festival Junino De Bragança,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,PA,Bragança,-1.06126,-46.7826
Tour Gastronômico De Inverno - Sabores Das Montanhas  11 ° Edição,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Bueno Brandão,-22.4383,-46.3491
Butecando,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Caeté,-19.8826,-43.6704
Festival Gastronomico De Cajuri,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,MG,Cajuri,-20.7903,-42.7925
Chefs Campinas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Campinas,-22.9053,-47.0659
Degustart,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Campinas,-22.9053,-47.0659
Festa Das Nações,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Campinas,-22.9053,-47.0659
Festival Gastronômico De Inverno De Sousas E Joaquim Egídio,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Campinas,-22.9053,-47.0659
Polo Beer,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SP,Campinas,-22.9053,-47.0659
Festa Estadual Da Ovelha,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SC,Campo Alegre,-26.195,-49.2676
Festival De Petisco De Farol,Evento / Festival;Projeto de Qualificação;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Campos dos Goytacazes,-21.7622,-41.3181
Sabores Coloniais De Candelária,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Outra,RS,Candelária,-29.6684,-52.7895
Caldinho Capela,Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,AL,,-9.62,-36.82
Caldinho Capela,Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,PB,,-7.28,-36.72
Caldinho Capela,Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,PE,,-8.38,-37.86
Caldinho Capela,Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SE,,-10.57,-37.45
Caldinho Capela,Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RJ,,-22.25,-42.66
Caldinho Capela,Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,DF,,-15.83,-47.86
Caldinho Capela,Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,,-22.19,-48.79
Sabores Da Pérola,Evento / Festival;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,MG,,-18.1,-44.38
Circuito Gastronômico De Carrancas,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Mensal,MG,Carrancas,-21.4898,-44.6446
Festival Gastronômico E Cultural De Carutapera - “Degusta Caru”,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Bianual,MA,Cândido Mendes,-1.43265,-45.7161
Festival Gastronômico E Cultural De Carutapera - “Degusta Caru”,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Bianual,MA,Luís Domingues,-1.27492,-45.867
Festival Gastronômico E Cultural De Carutapera - “Degusta Caru”,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Bianual,MA,Godofredo Viana,-1.40259,-45.7795
Festival Gastronômico E Cultural De Carutapera - “Degusta Caru”,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Bianual,MA,Amapá do Maranhão,-1.67524,-46.0024
Festival Gastronômico E Cultural De Carutapera - “Degusta Caru”,Evento / Festival;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Bianual,PA,Viseu,-1.1912399999999999,-46.1399
